"","num_var","ngo_name","ngo_address","reg_no","reg_date","renewed_on","valid_until","district","county","remarks","type_ngo"
"1426",1426,"National Development Programme (NDP)   ","NDP Bhaban, Bagbari Shahid Nagar, Kamankhanda, Sirajganj. Phone: 0751-63870-1, Fax: 0751-63877 www.ndpbd.org","880    ","2-Jan-95    ","2-Jan-15    ","2-Jan-20    ","Sirajganj    ","Bangladesh    ","    ","local"
"1427",1427,"National Development Society (NDS)  ","House-11/A, Road-08, Pallabi, Mirpur 11 1/2, Dhaka-1216. Phone: 9011976, 8061337, Fax: 9012199","1512   ","20-Apr-00   ","20-Apr-10   ","20-Apr-15   ","Dhaka   ","Bangladesh   ","   ","local"
"1428",1428,"National Federation of the Blind Patuakhali District Branch","Zilaparisad Bhaban, College Road, Patuakhali ","1643  ","22-May-01  ","  ","22-May-06  ","Patuakhali  ","Bangladesh  ","  ","local"
"1429",1429,"National Fellowship for the Advancement of Visually Handicapped (NFAVH)","Holding-78, Syed Ali Munshi Road, Naogaon, Tongi, Gazipur. Phone: 01715-669562","437  ","28-Jan-91  ","28-Jan-16  ","28-Jan-21  ","Dhaka  ","Bangladesh  ","  ","local"
"1430",1430,"National Forum of the Organizations Working with the Disabled (NFOWD) ","H-8/9, Block-A, Lalmatia, Dhaka- 1207 Phone : 9124487, 8120415 Fax: 9124487, 8120415 www.nfowd.com","776    ","17-Nov-93    ","17-Nov-13    ","17-Nov-18    ","Dhaka    ","Bangladesh    ","    ","local"
"1431",1431,"National Heart Foundation of Bangladesh   ","Plot # 7/2, Section # 2, Mirpur, Dhaka Phone : 8061314-6 Fax: 8066694 www.nhfbd.org","412    ","26-Nov-90    ","26-Nov-15    ","26-Nov-20    ","Dhaka    ","Bangladesh    ","    ","local"
"1432",1432,"Native Evangelical Christian Trust  ","21/B, Main Road, Niribili Gate, Mohammadi Housing Society, Mohammadpur, Dhaka. Mob: 01913103193","3171   ","14-Nov-18   ","   ","14-Nov-28   ","Dhaka   ","Bangladesh   ","   ","local"
"1433",1433,"Natore Zilla Protibondhi Songstha-Nandan","Nimagar, Balibari, Dinajpur Phone: 0531-51038","2958 ","17-Aug-15 "," ","17-Aug-20 ","Dinajpur ","Bangladesh "," ","local"
"1434",1434,"Nature & Environment Preservation Orgaization (NEPO)","Uttarpara, Talukkanpur, Gobindoganj, Gaibandha. Phone: 01721-422456","2982  ","10-Nov-15  ","  ","10-Nov-20  ","Gaibandha  ","Bangladesh  ","  ","local"
"1435",1435,"Nature Conservation Management (NACOM)","8/12, Block-B, Lalmatia, Dhaka. Phone: 9121437","481 ","8-Jun-91 ","8-Jun-16 ","8-Jun-26 ","Dhaka ","Bangladesh "," ","local"
"1436",1436,"Nazir (Nutun Ziban Rochi) ","Airport Road, Lalmonirhat. Phone: 059161252","1398 ","7-Jul-99 ","7-Jul-14 ","7-Jul-19 ","Lalmonirhat ","Bangladesh "," ","local"
"1437",1437,"Nazrul Smriti Sangsad (NSS)   ","Sweden Palace (1st Floor), Pallabi R/A, Amtoli, Barguna. Phone: 04452-56054  Fax: 0445256054","1922    ","19-Apr-04    ","19-Apr-14    ","19-Apr-19    ","Barguna    ","Bangladesh    ","Cancelled on 25/07/2010, Revived on 7/11/2010 ","local"
"1438",1438,"Neda Society ","Digapatia, Natore Phone: 01711-446866","2946 ","30-Jul-15 "," ","30-Jul-20 ","Natore ","Bangladesh "," ","local"
"1439",1439,"Need for Life Society   ","18/Ka, PC Culture Housing Society (1st Fl.), Shamoli, Dhaka. Phone: 01711-625177","2492   ","13-Oct-09   ","13-Oct-14   ","13-Oct-19   ","Dhaka   ","Bangladesh   ","   ","local"
"1440",1440,"Need Foundation ","Tista Sadar, Lalmonirhat Phone: 01717-135400","2727 ","12-Sep-12 ","12-Sep-17 ","12-Sep-27 ","Lalmonirhat ","Bangladesh "," ","local"
"1441",1441,"Needy Industrious Welfar of Rural Association (NIRA)","Mirzapur Sadar, Dinajpur Phone: 01557794012","2927 ","11-May-15 "," ","11-May-20 ","Dinajpur ","Bangladesh "," ","local"
"1442",1442,"Neer Seba Sangstha  ","101/H, Virob House, West Sultanganj, Rayer Bazar, Jigatola, Hazaribag, Dhaka","3223  ","29-Oct-19  ","  ","29-Oct-29  ","Dhaka  ","Bangladesh  ","  ","local"
"1443",1443,"Network for Elimination of Economic Disparity (NEED) ","17/6, Eskaton Garden (G. Floor), Dhaka. Phone: 9336022","2294  ","6-Dec-07  ","  ","6-Dec-12  ","Dhaka  ","Bangladesh  ","  ","local"
"1444",1444,"Network for Information, Response & Preparedness Activities on Disaster","Flat-2/A, 4/16, Humayun Road, Mohammadpur, Dhaka Phone: 8143729","2574  ","19-May-10  ","19-May-15  ","19-May-20  ","Dhaka  ","Bangladesh  ","  ","local"
"1445",1445,"Network for Research and Training  ","57, Dhanmondi Road, 6A, Dhaka-1209  ","1612   ","17-Jan-01   ","17-Jan-16   ","17-Jan-26   ","Dhaka   ","Bangladesh   ","Cancelled on 22/07/2010, Revived on 28/09/2011","local"
"1446",1446,"Network for Universal Services and Rural Advancement ","28, Metropolitan Housing Society, Babar Road, Block-F, Muhammadpur, Dhaka-1207. Phone: 9124264","987   ","9-Nov-95   ","9-Nov-15   ","9-Nov-25   ","Dhaka   ","Bangladesh   ","   ","local"
"1447",1447,"NETZ partnership for Development and Justice ","House-3/1, Block-D, (4th & 6th Floor), Lalmatia, Dhaka-1207 Phone: 9667018, Fax: 8626764","1865  ","7-Aug-03  ","7-Aug-18  ","7-Aug-28  ","Dhaka  ","Germany  ","  ","local"
"1448",1448,"New Apostolic Church Bangladesh   ","House-104, Road-18, Sector- 14, Uttara Model Town, Dhaka- 1230 Phone: 7913840 www.newapostalichurch.org","104    ","9-Mar-81    ","15-May-16    ","15-May-21    ","Dhaka    ","Canada    ","    ","local"
"1449",1449,"New Generation Humanitarian Organization ","Ibrahinm Chember, 95 Motijheel, Dhaka Phone: 01612447777","3007  ","28-Feb-16  ","  ","28-Feb-21  ","Dhaka  ","Bangladesh  ","  ","local"
"1450",1450,"New Life Foundation of Bangladesh  ","Vill: Kurigram, PO: Ratanganj, Dist: Narail Phone: 0481-62933, Fax: 48162933","779   ","2-Dec-93   ","2-Dec-08   ","2-Dec-13   ","Narail   ","Bangladesh   ","   ","local"
"1451",1451,"Newhem Bengali Community Trust ","Bari Mansion, East Subid Bazar, Sylhet Phone : 715329","1193  ","6-Oct-97  ","6-Oct-07  ","6-Oct-12  ","Sylhet  ","UK  ","  ","local"
"1452",1452,"News Network   ","House # 9, Road-5, Dhanmondi R/A, Dhaka-1205 Phone : 9660941, 9662012 www.newsnetwork-bd.org","922   ","20-Mar-95   ","20-Mar-15   ","20-Mar-20   ","Dhaka   ","Bangladesh   ","   ","local"
"1453",1453,"Newsun Economic Development & Organization. ","Vill: Kalakandi, P.O: Abdullahpur, PS: Keraniganj, Dist: Dhaka. Phone: 01611-334664","2598   ","30-Sep-10   ","30-Sep-15   ","30-Sep-20   ","Dhaka   ","Bangladesh   ","   ","local"
"1454",1454,"NGO Consortium   ","Sharif Mansion (3rd Fl.), 56-57 Motijheel, Dhaka. Phone: 9551782 ","1464   ","29-Dec-99   ","29-Dec-09   ","29-Dec-14   ","Dhaka   ","Bangladesh   ","Cancelled on 26/07/2010, Revived on 31/7/2013","local"
"1455",1455,"NGO Forum For Public Health  ","4/6, Block # E, Lalmatia, Dhaka- 1207 Phone : 8154273, 8128258-9 www.ngof.org","476   ","30-May-91   ","30-May-16   ","30-May-21   ","Dhaka   ","Bangladesh   ","   ","local"
"1456",1456,"Nibedan Complex (NIC)  ","Sreepur, Juktikhola Bazar, Sadar Dakkhin, Comilla, Mob: 1818612002","3193  ","5-Mar-19  ","  ","5-Mar-29  ","Comilla  ","Bangladesh  ","  ","local"
"1457",1457,"Nice Foundation  ","244, Keshoblal Road, South Pabla, Dowlatpur, Khulna. Phone: 01720-505701","2407  ","2-Feb-09  ","2-Feb-19  ","2-Feb-29  ","Khulna  ","Bangladesh  ","  ","local"
"1458",1458,"Nice Social Welfare Organization (NSWO) ","Vill+P.O.- Badnikhali, Batagi, Barguna. Phone: 01719-830837","2524  ","27-Dec-09  ","27-Dec-14  ","27-Dec-19  ","Barguna  ","Bangladesh  ","  ","local"
"1459",1459,"Nigata International Volunteer Centre Bangladesh","3/7, Block-B(2nd floor), Lalmatia, Dhaka Phone : 913022","1531  ","7-Jun-00  ","7-Jun-05  ","7-Jun-10  ","Dhaka  ","Japan  ","  ","local"
"1460",1460,"Niharika   ","Darus Salam (Gr. & 2nd Fl.), Easter Housing Project-1, Kallayanpur, Mirpur, Dhaka. Phone: 01737770775","2824   ","23-Oct-13   ","   ","23-Oct-18   ","Dhaka   ","Bangladesh   ","   ","local"
"1461",1461,"Nijera Kori  ","7/8, Block-C, Lalmatia, Dhaka- 1207.\ Phone: 8114507, Fax: 9133476","66  ","22-Apr-81  ","15-May-15  ","15-May-20  ","Dhaka  ","Bangladesh  ","  ","local"
"1462",1462,"Nijera Shikhi     ","House-9/D, Road-1, Block-B, Pisciculture Housing Society, Sherkhertek, Adabar, Dhaka- 1207 Phone: 9122010, Fax: 8117804 www.nijerashikhi.org.uk","755     ","6-Oct-93     ","6-Oct-18     ","6-Oct-28     ","Dhaka     ","Bangladesh     ","     ","local"
"1463",1463,"Nijpath","Pabna Road, Ishwardi, Pabna","1660","6-Sep-01","6-Sep-06","6-Sep-11","Pabna","Bangladesh","","local"
"1464",1464,"Nikunja Basti Unnayan Shangstha ","Alu Patty, Boalia Thana More, Ghoramara, Rajshahi 0721-771222","2712  ","21-Jun-12  ","21-Jun-17  ","21-Jun-27  ","Rajshahi  ","Bangladesh  ","  ","local"
"1465",1465,"Nilfa Advancement Foundation ","Vill+Post: Nilfa, Upazilla: Tungipara, Gopalganj Phone: 01819448348","3033  ","4-Sep-16  ","  ","4-Sep-21  ","Gopalganj  ","Bangladesh  ","  ","local"
"1466",1466,"Nilmuti Dustha Nari Kalyan Sangstha","Vill: Hijalbari, P.O. Kadambari, Thana: Rajair, Madaripur","605 ","16-Mar-92 ","16-Mar-97 ","16-Mar-02 ","Madaripur ","Bangladesh "," ","local"
"1467",1467,"Nilufa Old Care and Service ","Shibganj, Chapainababganj Phone: 01712123012","3156 ","25-Jun-18 ","25-Jun-18 ","25-Jun-28 ","Chapainababgan j","Bangladesh "," ","local"
"1468",1468,"Nirapad Sarak Chai ","70, Kakrail, Dhaka Phone: 8316352","2978 ","1-Nov-15 "," ","1-Nov-20 ","Dhaka ","Bangladesh "," ","local"
"1469",1469,"Nirapoth Bangladesh Songstha ","Vill: Sundarbon, Post: Ramdubihat, Sadar, Dinajpur Phone: 01726007343","3067  ","1-Jan-17  ","  ","1-Jan-22  ","Dinajpur  ","Bangladesh  ","  ","local"
"1470",1470,"Nirmol Foundation  ","33 Sadarghat Road, PS: Double Moring, Chittagong. Phone: 2852101","2736  ","14-Oct-12  ","  ","14-Oct-17  ","Chittagong  ","Bangladesh  ","  ","local"
"1471",1471,"nirvar Palli Unnayan Sangstha","Sarishabari, Jamalpur ","1675 ","25-Sep-01 ","25-Sep-06 ","25-Sep-11 ","Jamalpur ","Bangladesh "," ","local"
"1472",1472,"Nishaw Shahayak Sangstha  ","Diganto-15, Electric Supply Road, Embershana, Sylhet Phone: 0821711255, 1912703813","2689   ","8-Apr-12   ","8-Apr-17   ","8-Apr-27   ","Sylhet   ","Bangladesh   ","   ","local"
"1473",1473,"Nishkriti ","129, Jamal Khan Bi-Lane, Chittagong, Phone : 636118","511 ","3-Aug-91 ","3-Aug-16 ","3-Aug-26 ","Chittagong ","Bangladesh "," ","local"
"1474",1474,"Nishkriti Jossore   ","Mohisdia, Post: Mosiahati, Upazilla: Monirampur, Dist.: Jessore Phone: 01715-484178","2234   ","23-May-07   ","23-May-12   ","23-May-17   ","Jessore   ","Bangladesh   ","   ","local"
"1475",1475,"Niskrity Dhaka   ","House-24, Road-11, Rajuk Project (DIT Jone), Merul Badda, Dhaka-1211. Phone: 9897321","1939   ","19-Jun-04   ","   ","19-Jun-09   ","Dhaka   ","Bangladesh   ","   ","local"
"1476",1476,"Niskrity Foundation  ","Padma R/A, Road-1, House- 569, Rajshah-6207 Phone: 0721-861327","1040  ","26-May-96  ","26-May-11  ","26-May-16  ","Rajshahi  ","Bangladesh  ","  ","local"
"1477",1477,"Noagaon Human Rights Development Association (NHRDA)","Ukilpara, Noagaon  ","1372  ","20-Apr-99  ","20-Apr-04  ","20-Apr-09  ","Naogaon  ","Bangladesh  ","  ","local"
"1478",1478,"Noakhali Rural Action Society (N-RAS)  ","House-10, Road-05, Maijdee Housing Estate, Nookhali- 38000 Phone: 0321-81387","901   ","14-Feb-95   ","14-Feb-15   ","14-Feb-20   ","Noakhali   ","Bangladesh   ","   ","local"
"1479",1479,"Noakhali Rural Development Society (NRDS)  ","House-01, Road-35, Maijdee Housing Estate, Noakhali-3800 Phone: 0321-61016, Fax: 0321- 61829 www.nrdsbd.org","1029    ","18-Apr-96    ","18-Apr-16    ","18-Apr-21    ","Noakhali    ","Bangladesh    ","    ","local"
"1480",1480,"Nobadiganta Mohila Sangsta ","Jame Masjid Lane, Lohapatti, Jessore. Phone: 0421-64537","2010  ","16-Feb-05  ","16-Feb-16  ","16-Feb-21  ","Jessore  ","Bangladesh  ","  ","local"
"1481",1481,"Nobo Jibon  ","Nobo Jibon Centre, Polashpol, Sathkhira Phone: 0471-65065","2365  ","5-Jun-08  ","5-Jun-18  ","5-Jun-28  ","Sathkhira  ","Bangladesh  ","  ","local"
"1482",1482,"Nongor   ","West Laherpara Nearest of Uttaran Housing Kalatoli by pass road, Coxbazar Phone: 01818-510651","2803   ","30-Jul-13   ","30-Jul-18   ","30-Jul-28   ","Cox'sBazar   ","Bangladesh   ","   ","local"
"1483",1483,"Normisjon Bangladesh  ","House-99, Flat-A-2, Road-4/25, Block-A, Banani, Dhaka Phone: 8850334, Fax: 8850335","108  ","15-Oct-81  ","15-May-15  ","15-May-20  ","Dhaka  ","Norway  ","  ","local"
"1484",1484,"North Bengal Rural Development Sangstha","Nagessari, PO- Nagessari, PS- Nagessari, Dist. Kurigram","1837 ","5-Jun-03 ","5-Jun-08 ","5-Jun-13 ","Kurigram ","Bangladesh "," ","local"
"1485",1485,"North Bengal Rural Development Society ","Masterpara, Sugermill Road, Dist: Joypurhat Phone: 01712-569462","2950  ","30-Jul-15  ","  ","30-Jul-20  ","Joypurhat  ","Bangladesh  ","  ","local"
"1486",1486,"Northern Development Foundation ","West Shibrampur, UZ: Sadar, PO Box-14, Dinajpur Phone: 0531-64729","329  ","22-Nov-89  ","22-Nov-14  ","22-Nov-19  ","Dinajpur  ","Bangladesh  ","  ","local"
"1487",1487,"Northern Development Society (NDS) ","Carghat Bazar, Carghat, Rajshahi. Phone: 01712-255072","2314  ","5-Mar-08  ","  ","5-Mar-13  ","Rajshahi  ","Bangladesh  ","  ","local"
"1488",1488,"Northern Rural Development Programme (NRDP)","Village: Koikuri, P.O: Matinpur, Thana: Pirganj, Rangpur. ","1652  ","5-Jul-01  ","  ","5-Jul-06  ","Rangpur  ","Bangladesh  ","  ","local"
"1489",1489,"Norwegian Refugee Council ","281D, Road-19-C, Mohakhali DOHS, Dhaka.","3173 ","19-Nov-18 "," ","19-Nov-28 ","Dhaka ","Norway "," ","local"
"1490",1490,"Novel Institute for Rural Reforms  ","House-157, Road-2/1, Block-A, Section-12, Mirpur, Dhaka. Phone: 8018331, Fax: 9009124 www.nirrbd.org","1874   ","17-Sep-03   ","17-Sep-13   ","17-Sep-18   ","Dhaka   ","Bangladesh   ","   ","local"
"1491",1491,"Nowabenki Gonomukhi Foundation ","Nowabenki Shyamnagar, Satkhira Phone: 01711-218197","2450  ","2-Jun-09  ","2-Jun-14  ","2-Jun-19  ","Sathkhira  ","Bangladesh  ","  ","local"
"1492",1492,"Nowzuwan    ","House-62, Road-03, Block-B, Chandgaon R/A, Chittagong. Phone: 671360, 01711-329805, 01713-194351 www.nowzuwan.org","1742    ","3-Oct-02    ","3-Oct-17    ","3-Oct-27    ","Chittagong    ","Bangladesh    ","    ","local"
"1493",1493,"NURTURE   ","Nurture Charitable Dispensary Road, Phool Chowdhury Para, Ward-26, North Halishar, Chittagong.","2490   ","8-Oct-09   ","8-Oct-14   ","8-Oct-19   ","Chittagong   ","Bangladesh   ","   ","local"
"1494",1494,"Nurul Islam Jubo Unnyan Society (NIJUS)  ","Station Road, South of Shahi Mosque, Rangpur. Phone: 0521-66080, 01716- 288373","2430   ","28-Apr-09   ","28-Apr-14   ","28-Apr-19   ","Rangpur   ","Bangladesh   ","   ","local"
"1495",1495,"Nutan Samaj Gari   ","Dariabad, Islampur, Jamalpur   ","1311   ","15-Nov-98   ","15-Nov-18   ","15-Nov-28   ","Jamalpur   ","Bangladesh   ","Cancelled on 25/07/2010, Revived on 18/04/2013","local"
"1496",1496,"Nutrition International  ","House-56/C, Road-132, Gulshan-1, Dhaka-1212 Phone: 9899896, Fax: 8815154","2266  ","26-Aug-07  ","26-Aug-12  ","26-Aug-17  ","Dhaka  ","Canada  ","  ","local"
"1497",1497,"Oasis for Posterity (OfP)","Balagram, Jaldhaka, Nilphamari","3129","4-Jan-18","","4-Jan-28","Nilphamari","Bangladesh","","local"
"1498",1498,"Obat Helpers  ","House-32/4, Sher Shah Suri Road, Mohammadpur, Dhaka Phone: 01819-329146","2975  ","21-Oct-15  ","  ","21-Oct-20  ","Dhaka  ","Bangladesh  ","  ","local"
"1499",1499,"Obayab Human Development Center ","Village: Ekarkuri, Post: Sandahar, Upazila+Dist.: Nowgaon.","2351  ","11-May-08  ","  ","11-May-13  ","Naogaon  ","Bangladesh  ","  ","local"
"1500",1500,"Ocab Society   ","Rokeya Mansion (9th Floor), 36, Purana Paltan Lane, Dhaka. Phone: 8363076 www.ocabsociety.org","2475   ","17-Aug-09   ","17-Aug-14   ","17-Aug-19   ","Dhaka   ","Bangladesh   ","   ","local"
"1501",1501,"ODHIKAR   ","House # 35 (3rd Floor), Road- 117, Gulshan, Dhaka-1212 Phone : 9888587 www.odhikar.org","924   ","25-Mar-95   ","25-Mar-10   ","25-Mar-15   ","Dhaka   ","Bangladesh   ","   ","local"
"1502",1502,"Oggro   ","Apt. 11a, confidence Tower, 5 Kha, Satmasjid Road, Mohammadpur, Dhaka Phone: 01911777283","3003   ","8-Feb-16   ","   ","8-Feb-21   ","Dhaka   ","Bangladesh   ","   ","local"
"1503",1503,"OISCA-IDB (JAPAN)  ","Vill: Narsingpur, PO: Zirabo, PS: Ashulia, Savar, Dhaka Phone: 01819-252004","80  ","22-Apr-81  ","15-May-15  ","15-May-20  ","Dhaka  ","Japan  ","  ","local"
"1504",1504,"Okatani Brestfeeding Method Training Enhancement Project","Institute of Child & Mother Health, Matuail, Dhaka Phone: 01819-223560","2841  ","28-Nov-13  ","  ","28-Nov-18  ","Dhaka  ","Japan  ","  ","local"
"1505",1505,"One Degree Initiative Foundation ","87/1, East Testuri Bazar, Tejgaon, Dhaka Phone: 9676375","2938  ","14-Jun-15  ","  ","14-Jun-20  ","Dhaka  ","Bangladesh  ","  ","local"
"1506",1506,"Onneyshan  ","House-18, Road-01, Block-B, Section-06, Mirpur, Dhaka-1216 Phone: 9553525","2297  ","30-Dec-07  ","31-Dec-17  ","31-Dec-27  ","Dhaka  ","Bangladesh  ","  ","local"
"1507",1507,"OPAL Resources   ","Mehendipur Bazar, Bawful, Patuakhali. Phone: 01715-188650 ","1987   ","19-Dec-04   ","19-Dec-14   ","19-Dec-19   ","Patuakhali   ","Bangladesh   ","Cancelled on 27/06/2010, Revived on 1/1/2013","local"
"1508",1508,"OPCA (Organization for the Poor Community Advancement ","Choytannar Hat, Mostan Nagar, Mirsharai, Chittagong Phone: 01819-617560 www.opcabd.org","1850   ","30-Jun-03   ","30-Jun-18   ","30-Jun-28   ","Chittagong   ","Bangladesh   ","   ","local"
"1509",1509,"Operation Generation  ","House-12, Road-4, Sector-7, Uttara, Dhaka-1230. Phone: 8963430, 8920756","1983  ","9-Nov-04  ","9-Nov-14  ","9-Nov-19  ","Dhaka  ","Bangladesh  ","  ","local"
"1510",1510,"ORG Foundation Bangladesh","3/1, Lalmatia, Block-F, Dhaka Phone: 01933-320000","2989 ","17-Nov-15 "," ","17-Nov-20 ","Dhaka ","Bangladesh "," ","local"
"1511",1511,"Organisation For Rural and Nature Oriented Bangladesh (ORNOB)  ","House-13, Road-31, Sector-07, Uttara, Dhaka. Phone: 01711-561113  www.ornob.net","1405    ","4-Aug-99    ","4-Aug-09    ","4-Aug-14    ","Dhaka    ","Bangladesh    ","Cancelled on 29/07/2010, Revived on 3/9/2012 ","local"
"1512",1512,"Organisation for Social Advancement & Cultural Activities (OSACA)","201/1, Krisnapur, DC Road, Library Bazar, Pabna. Phone: 0173-65918","935  ","25-May-95  ","25-May-10  ","25-May-15  ","Dhaka  ","Bangladesh  ","  ","local"
"1513",1513,"Organisation for Social Development and Research (OSDER)  ","9A Jahan Vila (2nd floor), Road- 15(New), Dhanmondi R/A, Dhaka Phone : 9134258 www.osder.net","764    ","4-Nov-93    ","4-Nov-08    ","4-Nov-13    ","Dhaka    ","Bangladesh    ","    ","local"
"1514",1514,"Organisation for Women & Children Advancement (OWCA)","Room # 29, B.S.Nahar Building, Strand Road, Chittagong. Phone: 01711-812096","1120  ","1-Jan-97  ","1-Jan-13  ","1-Jan-18  ","Chittagong  ","Bangladesh  ","  ","local"
"1515",1515,"Organisation for Women Development in Bangladesh  ","Abdus Salam R/A, Salam Building, Shahid Para, Chandgaon, Chittagong. Phone: 01711171060 www.owdeb.org","1631    ","17-Apr-01    ","17-Apr-16    ","17-Apr-21    ","Chittagong    ","Bangladesh    ","    ","local"
"1516",1516,"Organisation of Development Prog. for the Underprivileged (ODPUP)","Cha-89/2/1, Thana Road, North Badda, Dhaka. Phone : 9883470","1626  ","4-Apr-01  ","4-Apr-06  ","4-Apr-11  ","Dhaka  ","Bangladesh  ","  ","local"
"1517",1517,"Organization for Agricultural, Social & Intellectual Salvation- Nilpahamri (Oasis Nilphamari)","Vill: Ambari, PO: Gomdghi, Domar, Nilpahmari Phone: 01720993153  ","3101    ","1-Nov-17    ","    ","1-Nov-27    ","Nilphamari    ","Bangladesh    ","    ","local"
"1518",1518,"Organization for Defending the Disable (DDO)  ","Village: Chandni, Post: Vojesswar, Upazila: Naria, Dist.: Shariatpur. Phone: 01717-383433","2340   ","21-Apr-08   ","21-Apr-13   ","21-Apr-18   ","Shariatpur   ","Bangladesh   ","   ","local"
"1519",1519,"Organization for Rural Advancment (ORA) ","Gaminee Textile Road, Gaital, Kishoreganj Phone: 9129410","828  ","9-May-94  ","9-May-14  ","9-May-19  ","Kishorganj  ","Bangladesh  ","  ","local"
"1520",1520,"Organization for Rural Community Development- ORCD","Vill & PO: Dariapur, Upazila & Dist: Narail Phone: 01912-626902","2956  ","9-Aug-15  ","  ","9-Aug-20  ","Narail  ","Bangladesh  ","  ","local"
"1521",1521,"Organization for Socio Economic Activities ","146/1, Azimur Road (China Building Lan), Dhaka Phone: 8615228","2664  ","17-Nov-11  ","  ","17-Nov-16  ","Dhaka  ","Bangladesh  ","  ","local"
"1522",1522,"Organization for Socio Economic Cooperation ","West World Shopping City, Zindabazar, Sylhet. Phone: 01711399904","3034  ","20-Sep-16  ","  ","20-Sep-21  ","Sylhet  ","Bangladesh  ","  ","local"
"1523",1523,"Organization for Total Advancement of Society","Par Bogra, Bogra Sadar, Bogra. Phone: 051-51557","2513 ","5-Nov-09 ","5-Nov-14 ","5-Nov-19 ","Bogra ","Bangladesh "," ","local"
"1524",1524,"Organization of Social Action for Human Development (ORSAHD)   ","House-176, Road-08, Block-B, Chandgaon R/A, Chittagong- 4212 Phone: 031-2572205, Fax: 031- 610375 www.orsahd.org","2186     ","15-Jan-07     ","15-Jan-12     ","15-Jan-17     ","Chittagong     ","Bangladesh     ","     ","local"
"1525",1525,"Oriental Foundation  ","Munshi Bari, Kalishpur, Dist: Khulna. Phone: 01711-030955","2669  ","30-Jan-12  ","30-Jan-17  ","30-Jan-22  ","Khulna  ","Bangladesh  ","  ","local"
